User_name,Review Title,Review Content,,app name
"Jonathan ""Yama""",GoToMeeting is our goto app for all external video and voice comms.,"Overall it does exactly what I need it to do, but I’m really comparing it to WebEx. With WebEx, I could record meetings, create meetings through Outlook, and it had SSO enabled. GoToMeeting seems like a step backwards, but it still gets the job done. Just a little more tedious in my opinion.",,go to meeting
Ana,Must have conferencing tool but can be confusing ,"The overall experience is really good; GTM runs flawlessly every time and it is full of options. The main con is just related to its price. However if you or your company can afford it, it is a really good option as a meeting software.",,go to meeting
Richard,"GoToMeeting isn’t great, but it isn’t bad either","In general I've a really good experience with GTM, the video/audio quality is remarkable, and the usability is excelent. In my humble opinion, is one of the best meeting software I've ever used.",,go to meeting
Arturo,Pretty good conference software,"I love using GoToMeeting for my team meetings. It's reliable and easy to use. We have tested out other meeting solutions including Zoom, but none compare to the ease of use found with GTM. Zoom meetings, for instance, have a much different interface, and very little is intuitive about the dashboard. Conversely, GoToMeeting's dashboard is easy to understand and follow. You can also easily change your user name within a meeting, so if you are on an informal meeting with team members you might just list your first name, whereas for a client meeting you can list your full name, title, etc.",,go to meeting
Simeon,Easy and quality meetings,"Being able to communicate with other people in my company and the ability to have it recorded, with being able to go back and see who said what and who was suppose to do what.  Just the time of not needing to take notes is wonderful. Now I just print them out and highlight the important stuff.  GoToMeetings has made my business look larger than it is when I speak with very large companies. When I set up a GoToMeeting with them they are very impressed. It also gives me the opportunity to demonstrate our products. It's so much better than having them go to YouTube to watch a video. At GoToMeeting I demonstrate and then they can ask questions there ""real time."" If they want me to change a parameter, I can do that, right then, ""real time.""  So my experience over all is wonderful.",,go to meeting
David,Solid Performance and Reliability,I use this software almost on a daily basis to communicate with team members that are not situated in the same geographical location. It is the company wide go to software for all and it does make connecting with virtual teams much simpler. I think there is something for everyone in this software and it will only get better with time.,,go to meeting
Jeffrey,GotoMeeting Video Meeting with ease,"I love GoToMeeting (GTM)! I teach online and hold live chats sometimes 3 nights a week. I have to sometimes use another program, and at times when it doesn’t work I have quickly jusmped on GTM and it ‘saves the day” every time! I love the new TRANSCRIPTION feature too! And so do my students. Granted it isn’t perfect, but what speech-to-text feature is?  I make sure to use GTM and introduce it to my students at least once per course. The following week I will switch back to the other program, and then I let my students vote on which program they’d prefer to use the following week – GTM wins every time! I have used other online VOI chat tools, but they seem to keep changing?! They ""think"" they're making improvements, but take away such a valuable feature as being able to share the moderator's entire screen?! Why?! Either that or their newer version cannot “handle” sharing the entire screen and errors out showing the same screen over and over again in a trail of overlapping screens that run off into infinity. GTM is just easier to use! Inviting attendees is even easy – just set up a future meeting and the email invitation is created for you! Easy peasy!   I just took a another look at it again and played around with resizing and moving the feature windows and I even found something else about it that I didn't know before...so now I love it even more!",,go to meeting
Samridh,Virtual Meeting with Goto Meeting,"I think it's a great essential service to all companies for smooth and fast communication, especially when staff are over the place in different cities, so having this service helps bring everyone together despite the distances.",,go to meeting
Bonnie,I LOVE GTM!! (GoToMeeting),"Overall experience is nice, it helps in delivering work and makes it look so easy to manage the work with the best communication medium. It has got great customer support too with great privacy and even cost efficient. Best in business, delivers what it promises.",,go to meeting
Garin,Solid and everywhere but could be improved,"We love GoToMeeting because it's mostly simple and straightforward.  Support for the product is great.  Every issue we had was answered within minutes of our call.  The pricing is adequate considering how many participants you can have on each meeting.  Overall, I recommend GoToMeeting as gold standard right up there with WebEx and JoinMe.  GoToMeeting is in my opinion more reliable and has easier setup.",,go to meeting
Momoko,The best platform for online meeting,Over it work great and been the bone for our dIaily meetings with screen share and easy to work.,,go to meeting
Anonymous,GoToMeetings - Excellent tool for Team Conferences,"Really great tool. I like the sharing options and once it's loaded, it can be very fast. It has a great reputation and I've never had to use the support. ",,go to meeting
David,When your remote meetings need more than video,"It's easier for us to get in touch with our customers whenever required, fast and in a reliable way. For us it saved a lot of time instead of us travelling to customer places to check what's going on at customers end and provide a solution. Right at where i'm sitting, i'm able to gather the audience in just one single interface to save time and costs.",,go to meeting
Anonymous,Goto Meeting Daily user,GoToMeeting has been a solid online meeting application. The costs really limit our amount of licenses.,,go to meeting
David,"Great screenshare and more, but can be a little slow to load","I always feel comfortable when using GoToMeeting since there are fewer technical problems, if none, mostly when the parties involved are from different locations in the world and different companies with multiple IT infrastructure. You hardly have a problem with the firewall and many local numbers are available to calling-in. ",,go to meeting
sanjay,A light weight and ready-to-plugin tool for all types of online meetings,With the help of this software now I am able to work even when I am not physically present. This makes my job very easy. And I have suggested this software to many of ny clients they also seems to be liking this tool. Honestly I am very satisfied on its features. I would highly recommend this to everyone who does international business.,,go to meeting
Alex,Solid Communication Tool - Too Expensive,The business problem we solve with GoToMeeting is simple: we needed a solution that any of our external clients can easily access and join meetings with our teams from any device they might have. We wanted a solution which gives us and our clients a familiar feature set along with easy to use controls so we don't need to worry about spending parts of meetings waiting for people to install complex software just to join a simple meeting.,,go to meeting
Firas,GoToMeeting - Conference call software,I like the idea that I GoTo Meeting can be used as a remote application that will allow me to speak to my vendors and suppliers while in different cities or countries.,,go to meeting
Anonymous,The best video calling service.,I feel this is a must for every business big or small.  Very convenient and user friendly.  Great audio and visual quality.  Trying to convince senior leadership to obtain a more Join a Meeting conference numbers.  This will maximize productivity and cut down on face to face meetings that tend to get lengthy and get side tracked.,,go to meeting
Gordon W,"A recognizable name, but basic features can be found elsewhere",An awesome solution that made my online client meeting uninterrupted. Works with low bandwidth as well.  Affordable solution for all segments. ,,go to meeting
del,Great Software for Webinars,"I use GoToMeeting on a regular basis to have meetings with coworkers and colleagues and it is mostly flawless for those purposes. Meetings sometimes get delayed  due to someone having an audio or other connection issue but not often enough for it to be a big problem. One of the most valuable uses is for remote presentations. We hold conferences and judging events where the presenter is unable to be there in person so using GoToMeeting, they are able to present their PowerPoints and interact with the audience in real  time almost as seamlessly as if they were there. My biggest recommendation is to always test important meetings and presentations where time and presentation are important factors with the actual connections and computers that will be used at the time of the actual meeting.  ",,go to meeting
PATTI,TECHNOLOGY HELPING BUSINESS'S GROW,"I am able to meet with my clients virtually which helps geography, illness, and winter weather not be as big of an issue. I am glad that it integrates with Acuity, another software system that I use. ",,go to meeting
Anonymous,Best call solution for online meetings,"I've used WebEx, Join.Me and GoToMeeting for work. GoToMeeting is by far the easiest and has the fewest issues when customers or myself are trying to log in. Watching back my call recordings, it's not pixelated or laggy which is amazing! It helps me provide a quality call with my customers and prospects. ",,go to meeting
Anonymous,Great tool to having meetings with people all over the world anytime.,"My CEO and other HOD's always prefer to use Goto meeting to make the external meeting due to easy connect feature and external participant doesn't need to register. Also, all interview candidate, one to one external meetings are pretty flexible via Goto meeting. But for group meeting like internal including customize feature is not availale to this platform. Overall it has a significant value till now to my company to particular type of conference. I do personally use especially when I need to connect remote people where internet connection is very poor and the y can join via dialing .",,go to meeting
Elizabeth,Go To Meeting serves my fertility and childbirth coaching practice well,"I am solving the business problem of training remote users without having to be in the same room.  Gotomeeting allows me to do this very well.  And, as I mentioned, it allows me to see their screen and/or their video camera while we are on the Gotomeeting.  This allows for immediate problem solving and clarification of issues.",,go to meeting
Sarah,Easy to use and works well with Gong!,The overall experience has been fine so far but they can improve on certain things to make it better as there are other competitors in the market.,,go to meeting
Paige,"In my previous customer service role, I conducted daily webinars with small groups via GoToMeeting. ",The biggest business problem we solve with GotoMeeting is handling support issues.  Very easy to show examples instead of trying to write an explanation of the issue.,,go to meeting
Jahangir,Click and start your meeting!!!,"It's reliable, it allows me to share any type of file, and the device works with any type of web browser (on any device). GoToMeeting not only simplified video conferencing, it enhanced it. This was particularly true for presentations, which were often clunky because I would need to email the powerpoint file separately from the video conference call- so this centralized the whole process as a one-stop shop.",,go to meeting
Cal,Makes Training via the Internet Easy,"Well, if you want to talk to your all your staff and they are not in a location, GoToMeeting is a way to connect to all of them at the same time.  This saves energy, time and cost less.  You can connect to your friends and colleagues all at the same time and do a meeting without physically being in same place.  I really enjoy this experience using it. It is super cool.",,go to meeting
Shikha,GoTo Meeting-Your GoTo Idea for all conferences and meetings,Effective communication platform need,,go to meeting
Eric,Online Meeting/Conference Call Superstar,"I have been teaching and holding meetings online for over ten years now and I have used like eight or nine different programs through the years. Some were good, but were replaced by more popular or up to date programs. GoToMeeting, for me, has been my favorite virtual meeting tool to use. I love being able to set up all the online meetings/chats I will need for the whole month in advance and that GoToMeeting will auto generate the email invitation message with the needed hyperlinks and access codes so I can easily send out to all of my attendees/students well in advance or just a few minutes before if needed. And the transcription feature is something I especially like as do my students, so they can search through it for needed information.",,go to meeting
Anonymous,"Slightly out of date, but still a great video conference tool",GoToMeeting is one of hte easiest conferencing software packages out there. It is easy to use and just works.,,go to meeting
Yomi,A Live Meeting without been on site,"GoToMeeting It has given us a great overall experience, it is very good and it helps us at work, it is very convenient at the time of the meetings and it facilitates the work, it has helped us to finish a whole time without problems and in a professional way. We love the quality of service at the time of customer service. It really is a very good software that I recommend to everyone.",,go to meeting
Ashwin,Excellent communication platform,"GoToMeeting is very useful and so easy to use for everyone. The one thing that I really like about it is that it provide the best services for the audio and the video conferences for the business meeting and this type of video quality does not provide any of its competitors. With the help of GoToMeeting software, we can easily communicate with anyone.",,go to meeting
Lee,GoToMeeting,"GoToMeeting has helped my team and I connect with clients and leads in all stages without having to leave our office space. The ease of use gives us the opportunity to have back to back meetings since all you have to do is click on ""start"" and in a second you are at your next meeting.",,go to meeting
Jon,Easy & Simple Meetings,Great with limits. There are better options out there.,,go to meeting
Keith J.,Excellent GoToMeeting Software,The support team has been great and it has helped us realize our meeting potential. Overall GTM is a great asset to our company and we do not plan to explore other options. Call quality is reliable and that is the most important thing we can ask for. ,,go to meeting
James,GoToMeeting is best to communicate with anyone. ,"I have offices, customers, account managers, partners and even developers in severalc countries. With this solution I can keep meetings or presentations everywhere in the World where I have Internet connection. The sound can be by Internet or phone call, I can share my screen ot my webcam, and aldo I can save the meeting, to keep track of it.",,go to meeting
Anonymous,I love GoToMeeting,"GoToMeeting is an effective platform for most business needs. Just be sure that you do not require any unique support needs, or if you do that you have the time to wait and deal with the technician tango that companies like this do.",,go to meeting
Marcus,"GoToMeeting, great asset but with limits","This software works. The mobile apps run great and won't dissapoint. The addins to install on PC and Mac are lighweight and install very quickly and it still leads when connecting to different IT environments (we have never experienced having issues with a customer when using GoTo Meeting in their network), something that some remote meeting softwares haven't been able to achieve.",,go to meeting
Perry,GoToMeeting Review,Very useful for conducting the live meetings with the screen sharing! ,,go to meeting
Jorge,Good solution for online meetings and presentation,GoTo is very integral to my work since I oversee a number of software projects and I need to ensure the stakeholders and colleagues are roped in quickly to address issues that may arise.  I enjoy the ease of use.  I just hope they stabilize audio connectivity.,,go to meeting
Tyler,"Competent conference platform, but support is dismal",GotoMeeting has been the premier corporate web chat service for a long time. They have decent customer support and respond to you within a day or so. Not bad at all. ,,go to meeting
Juan Pablo,"Great software for remote meetings, lacking some features you might find in competitors","I had daily meeting with my teams in latin america. Either scheduled or on  the rush, GTM never failed as the preferred tool among the C suite",,go to meeting
Jaimin,Very user friendly!,We have relished a lot from time saving to keeping social distancing while undertaking conferences. ,,go to meeting
Ruth,Solid product but needs to address occasional audio issues,I was able to connect with more those that didn't know how to video/audio conference from their computers and needed to use a conference bridge phone number.,,go to meeting
Zachary,Perfect for mid to large sized businesses,"We use slack for most of our intracompany communication, but GoToMeeting is what we use for all voice or video telecons with external parties.",,go to meeting
Ricardo,Usefull tool,"Overall this is an indispensable tool for me despite the bugs that might pop up, or because it makes it easier to conference with team members who are not able to be present at my meetings. It is also very helpful to attend a meeting when I am not able to attend in person, such as when I am sick but can not afford to miss out on a critical meeting. ",,go to meeting
Kelly,GoToMeeting is displacing less robust Video conferencing platforms,"Overall it does exactly what I need it to do, but I’m really comparing it to WebEx. With WebEx, I could record meetings, create meetings through Outlook, and it had SSO enabled. GoToMeeting seems like a step backwards, but it still gets the job done. Just a little more tedious in my opinion.",,go to meeting
Pat,No longer Go-ing-ToMeeting,"The overall experience is really good; GTM runs flawlessly every time and it is full of options. The main con is just related to its price. However if you or your company can afford it, it is a really good option as a meeting software.",,go to meeting
"Jonathan ""Yama""",GoToMeeting is our goto app for all external video and voice comms.,"In general I've a really good experience with GTM, the video/audio quality is remarkable, and the usability is excelent. In my humble opinion, is one of the best meeting software I've ever used.",,go to meeting
Ana,Must have conferencing tool but can be confusing ,"I love using GoToMeeting for my team meetings. It's reliable and easy to use. We have tested out other meeting solutions including Zoom, but none compare to the ease of use found with GTM. Zoom meetings, for instance, have a much different interface, and very little is intuitive about the dashboard. Conversely, GoToMeeting's dashboard is easy to understand and follow. You can also easily change your user name within a meeting, so if you are on an informal meeting with team members you might just list your first name, whereas for a client meeting you can list your full name, title, etc.",,go to meeting
Richard,"GoToMeeting isn’t great, but it isn’t bad either","Being able to communicate with other people in my company and the ability to have it recorded, with being able to go back and see who said what and who was suppose to do what.  Just the time of not needing to take notes is wonderful. Now I just print them out and highlight the important stuff.  GoToMeetings has made my business look larger than it is when I speak with very large companies. When I set up a GoToMeeting with them they are very impressed. It also gives me the opportunity to demonstrate our products. It's so much better than having them go to YouTube to watch a video. At GoToMeeting I demonstrate and then they can ask questions there ""real time."" If they want me to change a parameter, I can do that, right then, ""real time.""  So my experience over all is wonderful.",,go to meeting
Arturo,Pretty good conference software,I use this software almost on a daily basis to communicate with team members that are not situated in the same geographical location. It is the company wide go to software for all and it does make connecting with virtual teams much simpler. I think there is something for everyone in this software and it will only get better with time.,,go to meeting
